12,2.55,220.0,220.0,31.5,6.0
12,2.55,220.315,220.06,31.5,6.0
12,2.55,220.63,220.12,31.5,6.0
12,2.55,220.945,220.18,31.5,6.0
12,2.55,221.26,220.24,31.5,6.0
12,2.55,221.575,220.3,31.5,6.0
12,2.55,221.89,220.36,31.5,6.0
12,2.55,222.20499999999998,220.42000000000002,31.5,6.0
12,2.55,222.51999999999998,220.48000000000002,31.5,6.0
12,2.55,222.83499999999998,220.54000000000002,31.5,6.0
12,2.55,223.14999999999998,220.60000000000002,31.5,6.0
12,2.55,223.46499999999997,220.66000000000003,31.5,6.0
12,2.55,223.77999999999997,220.72000000000003,31.5,6.0
12,2.55,224.09499999999997,220.78000000000003,31.5,6.0
12,2.55,224.40999999999997,220.84000000000003,31.5,6.0
12,2.55,224.72499999999997,220.90000000000003,31.5,6.0
12,2.55,225.03999999999996,220.96000000000004,31.5,6.0
12,2.55,225.35499999999996,221.02000000000004,31.5,6.0
12,2.55,225.66999999999996,221.08000000000004,31.5,6.0
12,2.55,225.98499999999996,221.14000000000004,31.5,6.0
12,2.55,226.29999999999995,221.20000000000005,31.5,6.0
12,2.55,226.61499999999995,221.26000000000005,31.5,6.0
12,2.55,226.92999999999995,221.32000000000005,31.5,6.0
12,2.55,227.24499999999995,221.38000000000005,31.5,6.0
12,2.55,227.55999999999995,221.44000000000005,31.5,6.0
12,2.55,227.87499999999994,221.50000000000006,31.5,6.0
12,2.55,228.18999999999994,221.56000000000006,31.5,6.0
12,2.55,228.50499999999994,221.62000000000006,31.5,6.0
12,2.55,228.81999999999994,221.68000000000006,31.5,6.0
12,2.55,229.13499999999993,221.74000000000007,31.5,6.0
12,2.55,229.44999999999993,221.80000000000007,31.5,6.0
12,2.55,229.76499999999993,221.86000000000007,31.5,6.0
12,2.55,230.07999999999993,221.92000000000007,31.5,6.0
12,2.55,230.39499999999992,221.98000000000008,31.5,6.0
12,2.55,230.70999999999992,222.04000000000008,31.5,6.0
12,2.55,231.02499999999992,222.10000000000008,31.5,6.0
12,2.55,231.33999999999992,222.16000000000008,31.5,6.0
12,2.55,231.65499999999992,222.22000000000008,31.5,6.0
12,2.55,231.9699999999999,222.2800000000001,31.5,6.0
12,2.55,232.2849999999999,222.3400000000001,31.5,6.0
12,2.55,232.5999999999999,222.4000000000001,31.5,6.0
12,2.55,232.9149999999999,222.4600000000001,31.5,6.0
12,2.55,233.2299999999999,222.5200000000001,31.5,6.0
12,2.55,233.5449999999999,222.5800000000001,31.5,6.0
12,2.55,233.8599999999999,222.6400000000001,31.5,6.0
12,2.55,234.1749999999999,222.7000000000001,31.5,6.0
12,2.55,234.4899999999999,222.7600000000001,31.5,6.0
12,2.55,234.8049999999999,222.8200000000001,31.5,6.0
12,2.55,235.1199999999999,222.8800000000001,31.5,6.0
12,2.55,235.4349999999999,222.9400000000001,31.5,6.0
12,2.55,235.7499999999999,223.0000000000001,31.5,6.0
12,2.55,236.06499999999988,223.06000000000012,31.5,6.0
12,2.55,236.37999999999988,223.12000000000012,31.5,6.0
12,2.55,236.69499999999988,223.18000000000012,31.5,6.0
