100,1
100,2
100,3
100,4
100,5
100,6
100,7
100,8
100,9
101,10
101,11
101,12
101,13
101,14
101,15
101,16
101,17
101,18
101,19
101,20
101,21
101,22
101,23
101,24
101,25
101,26
101,27
101,28
101,29
101,30
101,31
101,32
101,33
101,34
101,35
101,36
101,37
101,38
101,39
101,40
101,41
101,42
101,43
101,44
101,45
101,46
101,47
101,48
101,49
101,50
101,51
101,52
101,53
101,54
101,55
101,56
101,57
101,58
101,59
101,60
101,61
101,62
101,63
101,64
101,65
101,66
101,67
101,68
101,69
101,70
101,71
101,72
101,73
101,74
101,75
101,76
101,77
101,78
101,79
101,80
101,81
101,82
101,83
101,84
101,85
101,86
101,87
101,88
101,89
101,90
101,91
101,92
101,93
101,94
101,95
100,96
100,97
99,98
99,99
99,100
98,101
98,102
98,103
97,104
97,105
97,106
97,107
97,108
97,109
97,110
97,111
97,112
97,113
97,114
97,115
97,116
97,117
97,118
97,119
97,120
97,121
97,122
97,123
97,124
97,125
97,126
97,127
97,128
97,129
97,130
97,131
97,132
97,133
97,134
97,135
97,136
97,137
97,138
97,139
97,140
97,141
97,142
97,143
97,144
97,145
97,146
97,147
97,148
97,149
97,150
97,151
97,152
97,153
97,154
97,155
97,156
97,157
97,158
97,159
97,160
97,161
97,162
97,163
97,164
97,165
96,166
96,167
96,168
96,169
95,170
95,171
95,172
95,173
94,174
94,175
94,176
94,177
92,178
92,179
93,180
93,181
92,182
92,183
91,184
91,185
90,186
90,187
89,188
89,189
88,190
88,191
88,192
88,193
87,194
87,195
87,196
87,197
87,198
87,199
87,200
87,201
87,202
87,203
87,204
87,205
87,206
87,207
87,208
87,209
87,210
87,211
87,212
87,213
87,214
87,215
87,216
87,217
87,218
87,219
87,220
87,221
87,222
87,223
87,224
87,225
87,226
87,227
87,228
87,229
87,230
87,231
87,232
87,233
87,234
87,235
87,236
87,237
87,238
87,239
87,240
87,241
87,242
87,243
87,244
87,245
87,246
87,247
87,248
87,249
87,250
87,251
87,252
87,253
87,254
87,255
87,256
87,257
87,258
87,259
87,260
87,261
87,262
87,263
87,264
87,265
87,266
87,267
87,268
87,269
87,270
87,271
87,272
87,273
87,274
87,275
87,276
87,277
87,278
87,279
87,280
87,281
87,282
87,283
87,284
87,285
87,286
87,287
87,288
87,289
87,290
87,291
87,292
87,293
87,294
87,295
87,296
87,297
87,298
87,299
87,300
87,301
87,302
87,303
87,304
87,305
87,306
87,307
87,308
87,309
87,310
87,311
87,312
87,313
87,314
87,315
87,316
87,317
87,318
87,319
86,320
86,321
86,322
86,323
86,324
86,325
86,326
86,327
86,328
86,329
86,330
86,331
86,332
86,333
86,334
86,335
86,336
86,337
86,338
86,339
86,340
86,341
86,342
86,343
86,344
86,345
86,346
86,347
85,348
85,349
86,350
86,351
86,352
86,353
86,354
86,355
86,356
86,357
86,358
86,359
86,360
86,361
86,362
86,363
86,364
85,365
85,366
85,367
84,368
84,369
84,370
84,371
84,372
84,373
84,374
84,375
84,376
83,377
83,378
82,379
82,380
82,381
82,382
82,383
82,384
82,385
82,386
82,387
82,388
82,389
81,390
81,391
80,392
80,393
80,394
80,395
80,396
80,397
80,398
80,399
79,400
79,401
79,402
79,403
79,404
79,405
79,406
79,407
79,408
79,409
79,410
79,411
78,412
78,413
78,414
78,415
78,416
78,417
78,418
78,419
78,420
78,421
77,422
77,423
77,424
76,425
76,426
76,427
76,428
75,429
74,430
74,431
73,432
73,433
72,434
72,435
72,436
72,437
70,438
70,439
70,440
70,441
69,442
69,443
69,444
68,445
68,446
68,447
68,448
68,449
68,450
68,451
67,452
67,453
66,454
66,455
65,456
64,457
64,458
64,459
64,460
64,461
63,462
63,463
63,464
62,465
62,466
61,467
61,468
61,469
61,470
61,471
61,472
61,473
61,474
61,475
61,476
61,477
60,478
59,479
59,480
59,481
59,482
59,483
58,484
58,485
58,486
58,487
58,488
58,489
57,490
57,491
57,492
57,493
57,494
56,495
56,496
56,497
56,498
56,499
55,500
54,501
54,502
54,503
54,504
52,505
52,506
52,507
52,508
51,509
50,510
49,511
49,512
49,513
48,514
48,515
48,516
47,517
46,518
45,519
45,520
45,521
44,522
43,523
43,524
43,525
43,526
42,527
41,528
40,529
40,530
41,531
40,532
40,533
40,534
40,535
39,536
39,537
39,538
39,539
39,540
39,541
39,542
39,543
39,544
39,545
39,546
39,547
39,548
39,549
39,550
39,551
39,552
39,553
39,554
39,555
39,556
39,557
38,558
38,559
38,560
38,561
38,562
38,563
38,564
38,565
38,566
38,567
38,568
38,569
37,570
37,571
36,572
35,573
35,574
35,575
35,576
35,577
34,578
34,579
34,580
34,581
34,582
34,583
34,584
34,585
34,586
34,587
33,588
33,589
33,590
33,591
33,592
33,593
33,594
33,595
33,596
33,597
33,598
33,599
33,600
33,601
33,602
33,603
33,604
33,605
33,606
33,607
33,608
33,609
33,610
33,611
33,612
33,613
33,614
33,615
33,616
33,617
33,618
33,619
33,620
33,621
33,622
33,623
33,624
33,625
32,626
32,627
32,628
32,629
32,630
32,631
32,632
32,633
32,634
32,635
32,636
32,637
32,638
32,639
32,640
32,641
32,642
32,643
32,644
32,645
32,646
32,647
